country,year,gas,income,price,cars
Japan,1977,3.9646719111,-5.756856304,-0.219044468,-8.65552896
Japan,1978,3.9487463871,-5.708844993,-0.28707638,-8.594032393
Netherlands,1960,4.6462680045,-6.216364517,-0.201484804,-9.998449361
Netherlands,1961,4.559839938,-6.208157431,-0.215992646,-9.846711037
Netherlands,1962,4.471717068,-6.180613764,-0.259680081,-9.690565555
Netherlands,1963,4.377686978,-6.162561988,-0.297186612,-9.534029169
Netherlands,1964,4.31956339,-6.089914788,-0.369293894,-9.346111935
Netherlands,1965,4.233001576,-6.051260994,-0.341975035,-9.175164883
Netherlands,1966,4.168016513,-6.03886144,-0.348090075,-9.023481239
Netherlands,1967,4.119154995,-5.99972473,-0.312320188,-8.896225042
Netherlands,1968,4.0707346969,-5.946619715,-0.444504308,-8.758569511
Netherlands,1969,3.987689339,-5.880555673,-0.41694955,-8.634102483
Netherlands,1970,3.956407876,-5.838576691,-0.399545438,-8.519498225
Netherlands,1971,3.9478037431,-5.813040939,-0.43393029,-8.457594829
Netherlands,1972,3.915296331,-5.78544734,-0.319032404,-8.382630823
Netherlands,1973,3.8804785129,-5.747286962,-0.427281926,-8.306706615
Netherlands,1974,3.7113837231,-5.729251391,-0.352536847,-8.250493844
Netherlands,1975,3.718466264,-5.743014415,-0.434261779,-8.183298276
Netherlands,1976,3.7836345681,-5.703867927,-0.429083928,-8.202467904
Netherlands,1977,3.7766816581,-5.6867309,-0.464741953,-8.162541516
Netherlands,1978,3.8825941949,-5.660663408,-0.557914587,-8.156008092
Norway,1960,4.43504067,-6.090356145,-0.139689574,-9.675052247
Norway,1961,4.33271925,-6.037156631,-0.157905136,-9.471597217
Norway,1962,4.2342411029,-6.012896915,-0.199088094,-9.329567153
Norway,1963,4.216189342,-5.966494664,-0.232633182,-9.217730579
Norway,1964,4.164351876,-5.927908906,-0.263747306,-9.091535179
Norway,1965,4.131633441,-5.881567111,-0.315931241,-8.988002947
Norway,1966,4.0846073869,-5.851222825,-0.250117265,-8.891959313
Norway,1967,4.0643140609,-5.805559834,-0.265557625,-8.802676011
Norway,1968,4.103864323,-5.773494532,-0.300367747,-8.801129125
Norway,1969,4.0868228049,-5.735318763,-0.33823045,-8.694593096
Norway,1970,4.0888057159,-5.74114385,-0.390725604,-8.628615986
Norway,1971,4.078931746,-5.699442896,-0.301272235,-8.568486486
Norway,1972,4.077257431,-5.658012777,-0.260239254,-8.514393851
Norway,1973,4.0613489569,-5.623170917,-0.33880765,-8.459655199
Norway,1974,3.9603309711,-5.578382667,-0.151009242,-8.406443854
Norway,1975,3.9960249669,-5.551885188,-0.327267568,-8.342889718
Norway,1976,3.978209728,-5.497635496,-0.35308752,-8.277292225
Norway,1977,3.988515537,-5.458066412,-0.382557621,-8.202841244
Norway,1978,4.0024867129,-5.423289054,-0.307659346,-8.171788414
Spain,1960,4.7494091723,-6.166085331,1.125310702,-11.58840261
Spain,1961,4.589239364,-6.057794114,1.109562345,-11.38404662
Spain,1962,4.429087629,-5.980475887,1.0570039371,-11.15777188
Spain,1963,4.346497214,-5.90511863,0.9768353399,-10.98452492
Spain,1964,4.300577007,-5.858529524,0.9153225397,-10.78792667
Spain,1965,4.217208979,-5.800645137,0.8166605456,-10.58520034
Spain,1966,4.113780911,-5.735098682,0.7567175094,-10.32972311
Spain,1967,4.086322459,-5.705594054,0.7413081068,-10.10298289
Spain,1968,4.0442530621,-5.657326595,0.7038645286,-9.911472722
Spain,1969,3.9941031169,-5.60104588,0.6694895005,-9.720425351
Spain,1970,3.96604596,-5.553247449,0.6121720823,-9.557359937
Spain,1971,3.9073442129,-5.51554489,0.6069956324,-9.409956162
Spain,1972,3.8912244911,-5.458712802,0.5371684362,-9.270404613
Spain,1973,3.912811545,-5.373716199,0.4337716638,-9.126627162
Spain,1974,3.768565146,-5.329604878,0.5249209589,-9.013303181
Spain,1975,3.7524488659,-5.330925803,0.6295554457,-8.916020968
Spain,1976,3.7108746111,-5.312854941,0.6838540857,-8.820635301
Spain,1977,3.6507346971,-5.299089181,0.5262716679,-8.72721827
Spain,1978,3.6204438709,-5.285959201,0.6214137398,-8.634696684
Sweden,1960,4.063010036,-8.07252353,-2.52041588,-8.742679056
Sweden,1961,4.061869959,-8.019587968,-2.5714834,-8.659884953
Sweden,1962,4.0064390159,-7.997248747,-2.534481582,-8.577421171
Sweden,1963,4.00276563,-7.96674753,-2.605112238,-8.494311278
Sweden,1964,4.024858515,-7.897582403,-2.658016262,-8.433472259
Sweden,1965,4.015463106,-7.87480521,-2.644767904,-8.369491278
Sweden,1966,4.0025573741,-7.860797369,-2.639014598,-8.32685654
Sweden,1967,3.9973460479,-7.845462902,-2.656097622,-8.28948458
Sweden,1968,3.997584757,-7.813986975,-2.679186625,-8.248230673
Sweden,1969,3.9917150449,-7.771081145,-2.731904137,-8.197462437
Sweden,1970,3.989372472,-7.73261017,-2.733592107,-8.164506289
Sweden,1971,3.982061858,-7.760112712,-2.778845536,-8.142229717
Sweden,1972,3.9800657581,-7.742511241,-2.774675366,-8.10314434
Sweden,1973,4.0305604061,-7.725298502,-2.841428998,-8.087055447
Sweden,1974,3.913159154,-7.689531278,-2.798406769,-8.03659939
Sweden,1975,3.9738404359,-7.679556739,-2.767314605,-7.99421675
Sweden,1976,3.983996505,-7.672043043,-2.822944797,-7.95606637
Sweden,1977,4.0310109309,-7.707375799,-2.82005896,-7.968802233
Sweden,1978,4.067373445,-7.67919589,-2.896496712,-7.971934628
Switzerland,1960,4.397621493,-6.156074462,-0.82321833,-9.262399581
Switzerland,1961,4.441329648,-6.111639564,-0.865584726,-9.158228635
Switzerland,1962,4.2871473959,-6.093006222,-0.822185099,-9.046144404
Switzerland,1963,4.312484529,-6.068021156,-0.86012004,-8.950779661
Switzerland,1964,4.3134274369,-6.021470946,-0.867676816,-8.839432143
Switzerland,1965,4.288713915,-5.996086741,-0.905286677,-8.760374039
Switzerland,1966,4.2663516041,-5.98161679,-0.859566654,-8.679116114
Switzerland,1967,4.265918883,-5.974918426,-0.906566708,-8.619960152
Switzerland,1968,4.2177878429,-5.95362793,-0.872325197,-8.544752347
Switzerland,1969,4.211290089,-5.912171666,-0.918121616,-8.473378936
Switzerland,1970,4.22529671,-5.878635613,-0.963441879,-8.406435313
Switzerland,1971,4.280697003,-5.84866507,-1.037460815,-8.360065978
Switzerland,1972,4.2591593359,-5.811492047,-0.940153449,-8.3036252
Switzerland,1973,4.2298161621,-5.760412921,-0.867227561,-8.246635647
Switzerland,1974,4.166363739,-5.751702636,-0.886923055,-8.205506991
Switzerland,1975,4.120567757,-5.825775622,-0.884757903,-8.166076905
Switzerland,1976,4.0795721801,-5.835963381,-0.907362054,-8.128749771
Switzerland,1977,4.100533339,-5.820959543,-0.911472846,-8.093508269
Switzerland,1978,4.050047696,-5.816847288,-1.032088113,-8.034371638
Turkey,1960,6.1295528491,-7.801144247,-0.253408214,-13.47518475
Turkey,1961,6.106212679,-7.786726647,-0.342523747,-13.38472764
Turkey,1962,6.0845870211,-7.836272043,-0.408204836,-13.24594155
Turkey,1963,6.0751291349,-7.631193283,-0.224991743,-13.25504535
Turkey,1964,6.064600869,-7.626898483,-0.252194478,-13.21030999
Turkey,1965,5.8230458949,-7.622026603,-0.293476137,-12.87933595
Turkey,1966,6.156644407,-7.510895218,-0.356404907,-12.95113793
Turkey,1967,6.044478582,-7.460809664,-0.335150217,-12.80185198
Turkey,1968,6.0765946269,-7.421201466,-0.365073857,-12.80735479
Turkey,1969,5.7207051419,-7.388646172,-0.298454169,-12.51854489
Turkey,1970,5.72210507,-7.324090899,-0.398826478,-12.44658277
Turkey,1971,5.6696463189,-7.182366137,-0.304618802,-12.39882712
Turkey,1972,5.5788213319,-7.083717164,-0.546374241,-12.19204422
Turkey,1973,5.68647036,-7.067421693,-0.69162023,-11.99021631
Turkey,1974,5.42772844,-7.01281427,-0.339653079,-11.75939998
Turkey,1975,5.4267771741,-6.95443862,-0.53794675,-11.55502914
Turkey,1976,5.312929193,-6.909696699,-0.751410272,-11.43164229
Turkey,1977,5.313462422,-6.893658898,-0.955524133,-11.23380033
Turkey,1978,5.1412554768,-6.888826236,-0.352909612,-11.18132506
UK,1960,4.1002442839,-6.186849218,-0.391085814,-9.117623416
UK,1961,4.0886358,-6.168858039,-0.451853076,-9.048891767
UK,1962,4.0480509119,-6.166715319,-0.422876898,-8.96688458
UK,1963,3.9852710359,-6.130673542,-0.463351473,-8.855942568
UK,1964,3.976781186,-6.086370076,-0.495774304,-8.749782326
UK,1965,3.968675694,-6.076894778,-0.426549154,-8.677608067
UK,1966,3.957212164,-6.069061518,-0.470681449,-8.618277586
UK,1967,3.9436308491,-6.049429088,-0.441187857,-8.544972756
UK,1968,3.9532027179,-6.030382551,-0.462450796,-8.501870674
UK,1969,3.948058368,-6.031952573,-0.383324569,-8.468118749
UK,1970,3.9797051949,-6.008259195,-0.418990297,-8.445136978
UK,1971,3.9836534009,-5.981732412,-0.461359776,-8.40279256
UK,1972,3.992756786,-5.973006043,-0.527772456,-8.356097915
UK,1973,3.995364122,-5.897564498,-0.565297177,-8.306677454
UK,1974,3.966961453,-5.912808404,-0.56641296,-8.285770594
UK,1975,3.9125838579,-5.923239238,-0.208674279,-8.276416117
UK,1976,3.962305336,-5.886808938,-0.273540097,-8.269374884
UK,1977,3.945553345,-5.871013779,-0.508862845,-8.266516794
UK,1978,4.0003742149,-5.840552208,-0.786529113,-8.262614078
USA,1960,4.8239645123,-5.698373774,-1.121114893,-8.019457853
USA,1961,4.7963170698,-5.695218272,-1.146240338,-7.999261682
USA,1962,4.7989365652,-5.64880696,-1.161874485,-7.986407249
USA,1963,4.7878951522,-5.626850797,-1.179915236,-7.959542486
USA,1964,4.8082735727,-5.587146527,-1.200262225,-7.929898802
USA,1965,4.8059545113,-5.536890722,-1.194287499,-7.900492516
USA,1966,4.8075305603,-5.479012576,-1.190260542,-7.867977702
USA,1967,4.8008834761,-5.464959769,-1.189912151,-7.841177323
USA,1968,4.8341417653,-5.430212971,-1.207300594,-7.822427988
USA,1969,4.841382713,-5.414374351,-1.22314272,-7.792706145
USA,1970,4.8484842122,-5.421964732,-1.251763468,-7.765376424
USA,1971,4.8602864749,-5.406042458,-1.281315598,-7.748920613
USA,1972,4.8540732646,-5.353955638,-1.331169295,-7.680418486
USA,1973,4.8463745073,-5.308156487,-1.290669666,-7.637692669
USA,1974,4.7986259444,-5.32869387,-1.231466862,-7.617557615
USA,1975,4.8049322352,-5.346189919,-1.200376972,-7.607010066
USA,1976,4.8148907167,-5.297945516,-1.154681971,-7.574748181
USA,1977,4.811032467,-5.256605805,-1.175909738,-7.553457696
USA,1978,4.8184539683,-5.221232302,-1.212061827,-7.536176385
